name,price,listings
Infused Helm of the Umizar Crawler,$ 0.46,43 on sale
Inscribed Lance of the Sunwarrior,$ 0.24,6 on sale
Pantaloons of the Bladekeeper,$ 0.24,16 on sale
Blackened Edge of the Bladekeeper,$ 0.29,54 on sale
Sigil Mask of the Bladekeeper,$ 0.5,34 on sale
The Obsidian Blade Set,$ 0.17,19 on sale
Hunger of the Howling Wilds Weapon,$ 2.07,47 on sale
Hunger of the Howling Wilds Tail,$ 0.6,6 on sale
Tail of the Elemental Imperator,$ 0.26,14 on sale
Taunt: Doom Shreds,$ 0.75,191 on sale
Hull of the Gunboat Hegemon,$ 0.25,5 on sale
Frostreach Brigands,$ 1.36,11 on sale
Blade of Endless Power,$ 1.21,5 on sale
Treasure of the Diligent Artisan,$ 0.82,4 on sale
Dragon Sword,$ 0.81,2 on sale
Anvil of the Earthwright,$ 1.56,2 on sale
Ember Spirit's Hat,$ 1.53,32 on sale
Corrupted Arcane Staff of the Ancients,$ 5.39,2 on sale
Heroic Markswoman's Cap,$ 3.29,3 on sale
Kinetic: Bladekeeper's Blade Dance,$ 0.75,28 on sale
Pauldrons of Ambry,$ 0.28,11 on sale
Inscribed Totem of Deep Magma,$ 0.36,23 on sale
Autographed Crown of the Death Priestess,$ 0.52,1 on sale
Djinn Slayer Scarf,$ 0.17,13 on sale
Glaive of the Ravening Wings,$ 0.3,17 on sale
Heavy Tenderizer,$ 0.28,14 on sale
The International 2015 Emoticon Pack II,$ 0.41,13 on sale
Inscribed Hook of the Sorrowful Prey,$ 0.45,16 on sale
Taunt:  Chain Break Dance,$ 0.64,147 on sale
Corrupted Barrel of Whale Ale,$ 7.46,2 on sale
Corrupted Blade of the Volatile Firmament,$ 4.79,1 on sale
Goggles of the Gunboat Hegemon,$ 0.26,2 on sale
Kinetic: Wraith Spin,$ 0.83,53 on sale
Twin Serpent Bow,$ 0.52,8 on sale
Moonfall,$ 1.04,39 on sale
Endurance of the Bogmarch,$ 1.79,10 on sale
Malicious Sting Tail,$ 0.17,15 on sale
Wake of the Stygian Maw,$ 0.18,6 on sale
Corpse Hive of Grim Reformation,$ 4.59,5 on sale
Tines of Tybara,$ 1.62,217 on sale
Cult of Aktok,$ 1.74,113 on sale
Armor of Twisted Maelstrom,$ 5.26,19 on sale
Genuine Weather Rain,$ 1.46,19 on sale
Blissful Knave,$ 0.48,24 on sale
Genuine Weather Aurora,$ 0.3,40 on sale
Effigy Block of The International 2016 III,$ 0.29,23 on sale
Bane of the Deathstalkers - Weapon,$ 1,44 on sale
Inscribed Rite of the Acolyte Priest,$ 0.16,2 on sale
Treasure of the Silver Storm,$ 0.92,71 on sale
Taunt: For Death and Honor,$ 0.92,24 on sale
Heroic Arcane Fist,$ 1.12,9 on sale
Bracers of the Bladeform Aesthete,$ 2.12,11 on sale
Inscribed Crest of the Honored Servant of the Empire,$ 3.69,6 on sale
Corrupted Golden Ice Blossom,$ 5.5,6 on sale
Darkfall,$ 1.15,36 on sale
Cursed Mega-Kills: Defense Grid,$ 7.07,1 on sale
Kinetic: Mark of the Divine Anchor,$ 0.97,16 on sale
Kinetic: Trapper's Treachery,$ 0.97,24 on sale
Kinetic: Flames of the Pyre,$ 0.26,42 on sale
Inscribed Golden Twilight Schism,$ 0.41,41 on sale
Rollermawster,$ 0.27,35 on sale
Inscribed Provocation of Ruin Mask,$ 9.89,8 on sale
Inscribed Golden Edge of the Lost Order,$ 0.94,51 on sale
Inscribed Lineage Ram's Head Blade,$ 0.16,1 on sale
Whisky the Stout Artifact,$ 8.07,75 on sale
Perdition,$ 0.17,16 on sale
Inscribed Dark Reef Escape,$ 0.42,8 on sale
Kinetic: Ambience of Reminiscence,$ 0.48,17 on sale
Jagged Honor Bracer,$ 1.96,45 on sale
Engulfing Spike,$ 0.22,39 on sale
Array of Tranquility,$ 0.4,20 on sale
Genuine Prisoner's Anchor,$ 0.42,13 on sale
Heroic Mantle of the Iron Will,$ 6.03,1 on sale
Inscribed Golden Scavenging Guttleslug,$ 7.8,20 on sale
Shoulders of the Dragon Palace,$ 0.16,21 on sale
Chaos Legion Shield,$ 0.28,1 on sale
Trappings of the Galloping Avenger,$ 0.17,12 on sale
Crown of Enduring Solitude,$ 0.22,38 on sale
Frozen Hollow Ripper,$ 0.47,1 on sale
Shoulder of the Dark Reservoir,$ 1.89,10 on sale
Infused Pauldron of the Dreadborn Regent,$ 6.6,45 on sale
Armor of Cruel Reprisal,$ 0.16,7 on sale
Helm of Cruel Reprisal,$ 0.19,13 on sale
Inscribed Adoring Wingfall,$ 0.66,26 on sale
Garb of the Prophet Foretold,$ 0.17,8 on sale
Armguards of the Equilibrium,$ 0.31,20 on sale
Genuine Empyrean,$ 4.75,17 on sale
Helm of the Narrow Fates,$ 0.28,14 on sale
Pulsar Remnant,$ 1.81,142 on sale
The Iron Pioneer Helm,$ 0.32,18 on sale
Jewel of Aeons,$ 0.88,69 on sale
Mantle of Grim Facade,$ 0.55,123 on sale
Paraflare Cannon,$ 1.26,51 on sale
Inscribed Span of Black Nihility,$ 0.36,14 on sale
Lineage Desolate Conquest,$ 0.3,117 on sale
Genuine Bloodfeather Wings,$ 3.77,78 on sale
Robes of the Captive Princess,$ 0.49,6 on sale
Clarity of the Crystal Path,$ 0.68,15 on sale
Kinetic: The Knight's Repose,$ 0.8,24 on sale
Outlandish Gourmet,$ 0.96,24 on sale
The Brinebred Cavalier,$ 0.76,35 on sale
Spirit of the Emeraldine Rider,$ 0.59,22 on sale
Genuine Pin: Queen of Pain,$ 0.62,11 on sale
Inscribed Searing Dominator,$ 0.89,109 on sale
Hunger of the Howling Wilds Off-Hand Weapon,$ 2.12,42 on sale
Visage of the Emerald Age,$ 0.52,14 on sale
Cone of the Vespidun Hunter-Killer,$ 8.74,15 on sale
Inscribed Golden Atomic Ray Thrusters,$ 5.01,70 on sale
Mask of the Divine Sorrow,$ 3.8,17 on sale
Wavecutter,$ 1.53,23 on sale
Auspicious Wyvernguard Edge,$ 1.08,41 on sale
Strongback the Swift,$ 7.84,31 on sale
Genuine Burning Fiend,$ 3.89,48 on sale
Kinetic: Bladekeeper's Bladefury,$ 0.56,17 on sale
Inscribed Thirst of Eztzhok Blade,$ 2.04,51 on sale
Garb of the Sleepless Sect,$ 0.19,14 on sale
Inscribed Telebolt Projektor,$ 1.18,4 on sale
Transversant Soul,$ 0.43,638 on sale
Inscribed Pauldrons of the Obsidian Nightmare,$ 2.51,1 on sale
Autographed Horns of the Obsidian Nightmare,$ 1.1,3 on sale
Inscribed Gleaming Seal,$ 1.27,33 on sale
Inscribed Heavy Tenderizer,$ 0.31,9 on sale
Scrolls of the Artif Convert,$ 0.36,7 on sale
Hunger of the Howling Wilds Head,$ 0.23,20 on sale
Autographed Magus Apex,$ 1.73,16 on sale
Inscribed Ember Tipped Striders,$ 1.55,2 on sale
Whispers of the Damned Pauldrons,$ 0.28,12 on sale
Whispers of the Damned Head,$ 0.49,21 on sale
Portal,$ 0.78,14 on sale
Blade of Reckless Vigor,$ 0.74,20 on sale
Heroes Within Music Pack,$ 0.28,59 on sale
Inscribed Belt of Nezzureem,$ 0.72,5 on sale
Crown of Nezzureem,$ 0.38,27 on sale
Exponent of the Endless Stars,$ 1.34,49 on sale
Genuine Pin: The International 2014 Attendee,$ 3.9,14 on sale
Inscribed Twilight Schism,$ 0.26,16 on sale
Tail of the Equilibrium,$ 0.26,20 on sale
Inscribed Shoulders of the Icewrack Marauder,$ 0.23,6 on sale
Inscribed Moonfall,$ 1.01,133 on sale
Corrupted Wyrmwrought Flare,$ 5.01,4 on sale
Inscribed Armor of Twisted Wisdom,$ 0.47,2 on sale
Tormented Staff,$ 0.66,19 on sale
Sylvan Cascade,$ 0.88,47 on sale
Immortal Treasure II 2019,$ 0.33,531 on sale
Hook of the Basilisk,$ 0.29,33 on sale
Infused Aquemerald Blade,$ 0.54,48 on sale
Wolfhound Rifle,$ 0.27,10 on sale
Goggles of the Shooting Star,$ 0.53,19 on sale
Infused Tail of the Ferocious Toxicant,$ 0.3,37 on sale
Infused Shield of the Silent Edict,$ 0.35,92 on sale
Apex of Measureless Ruin,$ 0.31,14 on sale
Whispers of the Damned Wings,$ 0.86,46 on sale
Call of the Bladeform Legacy,$ 0.83,32 on sale
Elemental Fury Music Pack,$ 0.8,14 on sale
Armlet of Reckless Vigor,$ 0.65,8 on sale
Taunt: Sharp Blade,$ 0.74,42 on sale
Provocation of Ruin Ward,$ 4.67,24 on sale
Taunt: Bathed in the Glow,$ 0.94,63 on sale
The Eyes of the King,$ 1.41,28 on sale
Infernal Chieftain,$ 2.25,69 on sale
Infused Blade of Flightless Fury,$ 0.75,26 on sale
Contessa's Creed Hat,$ 0.92,15 on sale
Inscribed Belt of Forgotten Epoch,$ 0.32,2 on sale
Inscribed Tolling Shadows,$ 0.56,39 on sale
Taunt: Fiendish Swag!,$ 0.57,105 on sale
Inscribed Offhand Basher of Mage Skulls,$ 0.61,58 on sale
Relics of the Putrid Pontiff Set,$ 0.63,22 on sale
Sempiternal Revelations Hat,$ 0.77,11 on sale
Shatterblast Crown,$ 4.63,20 on sale
deadmau5 dieback music pack,$ 2.47,37 on sale
Infused Garb of the Corridan Maestro,$ 2.56,43 on sale
Broiler's Cleaver,$ 0.19,5 on sale
International 2016 Autograph: Chen AMS Juan,$ 0.41,10 on sale
Announcer: Lina,$ 0.28,21 on sale
Genuine Mechjaw the Boxhound,$ 0.19,14 on sale
Inscribed Tail of the Scouring Dunes,$ 0.76,4 on sale
Corrupted Golden Shadow Masquerade,$ 6.69,10 on sale
Genuine The Barb of Skadi,$ 0.89,134 on sale
Barding of the Siege-Drake,$ 1.16,9 on sale
Inscribed Mania's Mask,$ 3.57,76 on sale
Kinetic: Free to Fear,$ 0.68,49 on sale
Vigil Signet,$ 0.61,72 on sale
Taunt: Battle Dressage,$ 0.17,39 on sale
Autographed Breastplate of the Fathomless Ravager,$ 0.42,4 on sale
Taunt: Quick Draw!,$ 0.19,42 on sale
Blink Autograph Avatar - The International 2021,$ 0.18,16 on sale
Genuine Scythe of Vyse,$ 3.38,26 on sale
Belt of Eternal Night,$ 5.39,7 on sale
Armor of Eternal Night,$ 2.42,15 on sale
Genuine Hell's Glare,$ 0.41,44 on sale
Immortal Treasure I 2019,$ 0.31,569 on sale
Genuine The Dragon's Soul,$ 0.71,2 on sale
Infused Book of the Vizier Exile,$ 2.25,10 on sale
Scarlet Oak,$ 0.54,18 on sale
Inscribed Araceae's Tribute Skirt,$ 1.57,2 on sale
Inscribed Shoulders of the Dark Moon Stalker,$ 0.71,3 on sale
Kinetic: Rift of Reminiscence,$ 0.23,29 on sale
Corrupted Virga's Arc,$ 3.91,7 on sale
Mega-Kills: GLaDOS,$ 0.25,8 on sale
Murder Mask,$ 0.31,11 on sale
Taunt: Step Lively,$ 0.3,56 on sale
Inscribed Arcane Staff of the Ancients,$ 0.38,20 on sale
Rockshell Scout,$ 0.29,14 on sale
Effigy Block of Winter 2016 Level II,$ 0.3,18 on sale
Genuine Moon Griffon,$ 0.45,78 on sale
Helm of the Beholder,$ 0.28,41 on sale
Inscribed Silent Wake,$ 8.76,22 on sale
Ephey Autograph Avatar - The International 2021,$ 1.05,42 on sale
Egg of the Vermillion Crucible,$ 4.34,12 on sale
Chasm of the Broken Code Demon,$ 0.68,36 on sale
Kinetic: Serene Honor,$ 0.2,24 on sale
Immortal Treasure III 2019,$ 0.42,352 on sale
Taunt: Fight Me!,$ 0.72,92 on sale
Autographed Bracers of Aeons,$ 2.69,39 on sale
Genuine Latticean Shards,$ 2.75,14 on sale
Prodigy of Prefectura - Belt,$ 0.17,6 on sale
Inscribed Legs of Odocoeleus,$ 0.81,4 on sale
Prodigy of Prefectura - Weapon,$ 0.85,38 on sale
Bracers of the Cavern Luminar,$ 0.98,171 on sale
Autographed Golden Ice Blossom,$ 2.36,23 on sale
Inscribed Gilded Falcon Helm,$ 0.31,3 on sale
Inscribed Piston Impaler,$ 1.47,98 on sale
Autographed Cannon of the Occultist's Pursuit,$ 2.81,12 on sale
Arms of the Breach Warden,$ 0.19,3 on sale
True Form of the War-Burrow Ravager,$ 0.22,2 on sale
Unusual Hermid,$ 2.08,96 on sale
Prodigy of Prefectura - Head,$ 0.45,11 on sale
Contessa's Creed Dress,$ 0.39,8 on sale
Iceplain Ravager Armor,$ 0.47,6 on sale
Iceplain Ravager Horn,$ 0.7,17 on sale
Iceplain Ravager Shield,$ 0.29,5 on sale
Autographed Moonfall,$ 1.54,13 on sale
Hood of the Stargazer's Curiosity,$ 0.38,7 on sale
Inscribed Armor of the Loyal Fold,$ 9.43,1 on sale
Heroic Araceae's Tribute Bracelets,$ 1.1,4 on sale
Inscribed Games Played,$ 0.16,19 on sale
Genuine DAC 2015 Crystal Maiden Cursor Pack,$ 0.18,9 on sale
Baneful Devotion,$ 0.5,162 on sale
Belt of the Chainbreaker,$ 0.47,6 on sale
Pachyderm Powderwagon Sign,$ 0.18,24 on sale
Helm of the Dark Reservoir,$ 4.4,9 on sale
Armor of the Dark Reservoir,$ 3.58,17 on sale
Complete Tigress of the Dark Moon Stalker,$ 1.26,4 on sale
Scorn of the Winged Sentinel,$ 4.06,37 on sale
Hat of the Brine Lords,$ 0.47,16 on sale
Inscribed Walrus Punches,$ 0.39,7 on sale
Inscribed Wings of the Ethereal Monarch,$ 0.94,4 on sale
Inscribed Wings of the Inauspicious Abyss,$ 2.48,2 on sale
Autographed Crown of the Ethereal Monarch,$ 4.4,2 on sale
The International 2021 Lineage Treasure,$ 0.23,548 on sale
Loading Screen of the Vermillion Crucible,$ 0.78,14 on sale
Banner of the Daemonfell Flame,$ 3.19,19 on sale
Shield and Bracelet of the Antipodeans,$ 0.39,18 on sale
Death Ward of the Foreteller's Oath,$ 0.61,18 on sale
Taunt: Celebration of Death,$ 1.02,28 on sale
Infused Crest of the Flowering Shade,$ 1.16,114 on sale
Genuine Weather Harvest,$ 0.36,63 on sale
Inscribed Bow of the Serpent,$ 0.18,5 on sale
Inscribed Pyre,$ 0.28,12 on sale
Totem of Deep Magma,$ 0.33,50 on sale
Infused Tome of Forbidden Knowledge,$ 1.87,8 on sale
Inscribed Scythe of Pestilence,$ 0.63,3 on sale
Cataclysm Edge,$ 0.66,2 on sale
Genuine Heaven-Piercing Pauldrons,$ 7.32,27 on sale
Inscribed Gold Spent,$ 0.31,19 on sale
Gambits of Nishai Pauldrons,$ 0.36,21 on sale
Gambits of Nishai Helm,$ 0.57,14 on sale
Gambits of Nishai Belt,$ 0.26,3 on sale
Swine Helmet,$ 0.74,11 on sale
Swine Visor,$ 0.6,11 on sale
Genuine Weather Pestilence,$ 0.25,51 on sale
Inscribed Bow of the Beholder,$ 1.05,11 on sale
Staff of the Demon Trickster,$ 3.15,43 on sale
Kinetic: Red Moon,$ 1.15,10 on sale
Tome of the Itinerant Scholar,$ 0.29,16 on sale
Mount of the Burning Nightmare,$ 0.21,19 on sale
Helm of the Burning Nightmare,$ 0.18,18 on sale
Inscribed Raiments of the Sacrosanct,$ 0.35,10 on sale
Taunt: Making Friends,$ 0.56,58 on sale
Guardian of the Eternal Seasons,$ 0.3,19 on sale
Kinetic: Twister,$ 2.19,17 on sale
Splattering Forcipule,$ 1.88,17 on sale
Visage of the Sleepless Sect,$ 0.17,12 on sale
Icy Glare of Chimeric Rapport,$ 0.31,14 on sale
Inscribed Fluttering Mortis,$ 0.71,95 on sale
Inscribed Muh Keen Gun,$ 1.84,140 on sale
Inscribed Paraflare Cannon,$ 1.18,137 on sale
Mania's Mask,$ 3.77,34 on sale
Inscribed Sacrifices,$ 0.93,5 on sale
Keeper of Oloxicam's Glass,$ 1.55,37 on sale
Tine of the Behemoth Cursor Pack,$ 0.16,2 on sale
Pachyderm Powderwagon Spoon,$ 0.49,18 on sale
Pachyderm Powderwagon Squee,$ 0.33,32 on sale
Inscribed Monstrous Reprisal,$ 0.2,12 on sale
Autograph: Shane 'shaneomad' Clarke,$ 0.24,4 on sale
Autographed Hidden Vector - Belt,$ 3.14,4 on sale
Autographed Belt of the Elemental Imperator,$ 2.36,1 on sale
Blackshield Protodrone Missile Launcher,$ 0.97,49 on sale
Lucentyr,$ 0.6,65 on sale
Genuine Frull,$ 0.5,8 on sale
Genuine Wynchell the Wyrmeleon,$ 0.77,47 on sale
Darktrench Stalker - Arms,$ 0.94,11 on sale
Pauldrons of Vile Reliquary,$ 1.16,32 on sale
Lineage Redemption of the Raidforged Rider,$ 1.91,68 on sale
Auspicious Faulds of the Gwimyeon Warrior,$ 6.29,2 on sale
Armor of the Forgotten Plane,$ 0.22,16 on sale
Inscribed Jagged Honor Banner,$ 6.74,15 on sale
Autographed Crux of Perplex,$ 1.73,26 on sale
Raiments of the Sacrosanct,$ 0.85,17 on sale
Inscribed Wrap of the Shifting Sorcerer,$ 0.4,3 on sale
Autographed Mournful Reverie,$ 0.46,6 on sale
Jin and Yin Fox Spirits,$ 0.91,10 on sale
Bombtrails and Boomsticks Spleen,$ 0.44,4 on sale
Inscribed Belt of the Emerald Age,$ 2.65,2 on sale
Inscribed Seven-Sealed the Fur Bracer,$ 0.54,4 on sale
Inscribed Mask of the Hunt Eternal,$ 1.89,2 on sale
Autographed Whispers of the Damned Head,$ 1.26,2 on sale
Hardened Hunter's Bracer,$ 0.35,5 on sale
Autographed Fireborn Odachi,$ 1.04,10 on sale
Dark Artistry Pauldrons,$ 2.94,18 on sale
Dark Artistry Belt,$ 5.34,19 on sale
Dark Artistry Hair,$ 6.3,35 on sale
Darktrench Stalker - Head,$ 6.45,21 on sale
Inscribed Savage Mettle,$ 0.39,29 on sale
Pauldron Perch,$ 0.57,15 on sale
Primal Paean,$ 0.88,142 on sale
Grasp of Measureless Ruin,$ 0.22,6 on sale
Inscribed Spectral Conservator,$ 0.91,6 on sale
Bombtrails and Boomsticks Spoon,$ 0.34,3 on sale
Autographed Garb of the Corridan Maestro,$ 0.69,2 on sale
Bombtrails and Boomsticks Squee,$ 0.31,1 on sale
Bombtrails and Boomsticks Squee,$ 0.31,1 on sale
Inscribed Golden Edict of Shadows,$ 0.35,23 on sale
Staff of the Rambling Fatebender,$ 0.17,11 on sale
Sentinel of the Lucent Gate,$ 0.22,30 on sale
Piscean Pulverizer,$ 0.37,113 on sale
Autographed Wraithbinder,$ 0.43,40 on sale
Slumbering Terror,$ 0.47,97 on sale
Sigil of the Spiteful Eye,$ 0.68,20 on sale
Barding of Chimeric Rapport,$ 0.73,10 on sale
White Sentry,$ 0.62,26 on sale
Genuine Magnificent Flame,$ 1.26,3 on sale
Inscribed Hellborn Grasp,$ 1.52,85 on sale
AWOLNATION - Magic Sticks of Dynamite Music Pack,$ 1.1,67 on sale
Bogmarch Ward,$ 0.47,4 on sale
Autographed Golden Fortune's Tout,$ 2.24,14 on sale
Inscribed Dark Artistry Pauldrons,$ 3.29,9 on sale
Inscribed Peregrine Flight,$ 0.93,32 on sale
Leviathan Whale Blade,$ 7.86,44 on sale
Pauldrons of the Burning Nightmare,$ 0.2,17 on sale
Snowball Stinger,$ 2.35,5 on sale
Tine of the Behemoth Cursor Pack,$ 0.16,2 on sale
Bogmarch Barrel,$ 0.29,1 on sale
Hat of Empiric Incendiary,$ 0.18,7 on sale
Shroomling,$ 0.4,23 on sale
Genuine Nothlic Burden,$ 3.99,13 on sale
Blackshield Protodrone,$ 2.41,39 on sale
Bombtrails and Boomsticks,$ 2.67,10 on sale
Inscribed Shatterblast Crown,$ 4.53,62 on sale
Pachyderm Powderwagon Remote Mine,$ 0.49,33 on sale
Inscribed Horns of Malicious Efflorescence,$ 1.56,2 on sale
Origin of the Unmaking,$ 8.78,46 on sale
Matt Lange Abstraction Music Pack,$ 0.47,17 on sale
Pale Mausoleum,$ 3.14,22 on sale
Autographed Slumbering Terror,$ 0.77,9 on sale
Inscribed Hat of the Foreteller's Oath,$ 0.55,2 on sale
Aperture Science Wardcore,$ 0.94,9 on sale
Genuine Noble Wings of Frostheart,$ 5.82,12 on sale
Pachyderm Powderwagon Weapon,$ 0.75,8 on sale
Hunger of the Howling Wilds,$ 5,52 on sale
Atrocities of the Abyssal Scourge,$ 2.6,13 on sale
Inscribed Infernal Menace,$ 0.18,31 on sale
Sword of the Bladeform Aesthete,$ 4.63,25 on sale
Corrupted Arms of Desolation,$ 6.39,11 on sale
Corrupted Daughters of Hydrophiinae,$ 4.38,5 on sale
Genuine Weather Moonbeam,$ 0.83,43 on sale
Dimensional Seep Head,$ 0.61,6 on sale
Wyrmbrew Connoisseur Head,$ 0.71,4 on sale
Wyrmbrew Connoisseur Shoulder,$ 0.59,1 on sale
Wyrmbrew Connoisseur Arms,$ 0.19,2 on sale
Inscribed Hydrakan Latch,$ 1.45,46 on sale
Autographed Golden Scavenging Guttleslug,$ 9.75,10 on sale
Inscribed Iceflight Edifice,$ 0.39,11 on sale
Autographed Mantle of the Cinder Baron,$ 1.34,32 on sale
Province of the Hunt Eternal,$ 3.72,28 on sale
Muh Keen Gun,$ 1.89,16 on sale
Genuine Medallion of the Divine Anchor,$ 0.57,3 on sale
Eye of the Fateweaver,$ 0.31,29 on sale
Witch Hunt,$ 0.4,23 on sale
Brackish Stalker Belt,$ 0.17,5 on sale
Brackish Stalker Head,$ 0.23,5 on sale
Inscribed Eyes of Lucid Torment,$ 1.08,4 on sale
Candy Cat Head,$ 0.53,6 on sale
Candy Cat Back,$ 0.16,23 on sale
Mandate of the Nameless - Armor,$ 0.32,3 on sale
Mandate of the Nameless - Crown,$ 0.53,10 on sale
Shield of Eternal Night,$ 4.59,24 on sale
Mount of the Raidforged Rider,$ 0.5,33 on sale
Jade Reckoning,$ 0.49,57 on sale
Merry Wanderer's Brush,$ 0.63,27 on sale
Cloak of the Haunted Lord,$ 0.34,11 on sale
Shoulder of the Wailing Inferno,$ 0.38,6 on sale
Style of the Jade General,$ 0.2,14 on sale
Garb of the Wailing Inferno,$ 0.25,9 on sale
Hellsworn Construct,$ 0.97,34 on sale
Helm of the Haunted Lord,$ 0.27,12 on sale
Inscribed Inverse Bayonet,$ 4.82,36 on sale
Autographed Mount of the Burning Nightmare,$ 0.79,2 on sale
Armor of the Chaos Chosen,$ 0.53,8 on sale
Prodigy of Prefectura - Shoulder,$ 0.54,21 on sale
Inscribed Boots of the Divine Anchor,$ 0.18,6 on sale
Claws of the Ferocious Heart,$ 1.24,29 on sale
D2CL Season 5 HUD,$ 0.61,9 on sale
Style of the Fearful Aria,$ 0.5,34 on sale
Taunt: Come and Get It!,$ 1.18,34 on sale
Taunt: Keep an Ear Out,$ 1,95 on sale
Taunt: Party On?  Party Off!,$ 1.07,78 on sale
Genuine Oculopus,$ 0.92,6 on sale
Goldhorn,$ 0.5,36 on sale
Inscribed Thundergod's Bare Chest,$ 0.47,9 on sale
Mantle of Vile Reliquary,$ 2.04,17 on sale
Complete Shoulders of the Dark Moon Stalker,$ 0.69,4 on sale
Complete Wings of the Ethereal Monarch,$ 3.93,11 on sale
International 2018 Autograph: Owen 'ODPixel' Davies,$ 0.5,2 on sale
Treasure of the Glacial Abyss,$ 0.57,29 on sale
Autographed Primal Paean,$ 0.89,48 on sale
A Bit of Boat,$ 0.27,10 on sale
Battle of the Year Beast,$ 0.49,4 on sale
Tidosaurus Tail,$ 2.61,5 on sale
Inscribed Blade of the Chiseled Guard,$ 0.31,2 on sale
Atomic Ray Thrusters,$ 0.78,44 on sale
The Song of Swiftguard - Finery,$ 0.28,4 on sale
Belt of the Crystal Drift,$ 0.61,3 on sale
Mane of the Crystal Drift,$ 4.21,28 on sale
Hide of the Crystal Drift,$ 0.77,15 on sale
Collar of the Divine Anchor,$ 0.27,23 on sale
Wolves of the Blood Moon,$ 1.19,26 on sale
Genuine Swift Claw,$ 7.8,24 on sale
Genuine Witch Staff,$ 0.19,17 on sale
Genuine Belt of Tustakuri,$ 0.19,4 on sale
Inscribed Coup de Grace Crits,$ 0.55,25 on sale
Pauldrons of the Occultist's Pursuit,$ 0.81,7 on sale
Autographed Pirate Slayer's Black Flag,$ 0.47,4 on sale
Prodigy of Prefectura,$ 2.67,50 on sale
Shoulders of the Bladeform Aesthete,$ 4.7,20 on sale
Bogmarch Wand,$ 0.23,7 on sale
Inscribed Maw of Eztzhok,$ 0.5,21 on sale
Head of the Vespidun Hunter-Killer,$ 0.93,6 on sale
Hunter's Hoard,$ 5.33,88 on sale
Infused Shade of the Spiteful Eye,$ 2.19,33 on sale
Inscribed Bonkers the Mad,$ 0.65,101 on sale
Genuine Pin: The International 2019 Attendee,$ 0.58,37 on sale
Kinetic: Pounce of the Silent Ripper,$ 0.3,29 on sale
Inscribed Geodesic Eidolon,$ 1.32,23 on sale
Inscribed Golden Moonfall,$ 9.9,95 on sale
Inscribed Gravelmaw,$ 0.77,45 on sale
Inscribed Lamb to the Slaughter,$ 5.01,42 on sale
Inscribed Splattering Forcipule,$ 1.85,22 on sale
Inscribed Staff of Perplex,$ 4.82,91 on sale
Mark of the Sol Guard,$ 2.92,4 on sale
Nothlic Burden,$ 3.46,53 on sale
Plate of the Sol Guard,$ 0.85,5 on sale
Cape of Rising Fury,$ 1.22,55 on sale
Seekling,$ 0.76,16 on sale
Ripper's Reel,$ 3.46,47 on sale
Taunt: Shake Your Money Maker,$ 0.47,38 on sale
Aged Spirit of Tide,$ 1.44,19 on sale
Basher of Mage Skulls,$ 0.64,51 on sale
Auspicious Nyx Assassin's Dagon,$ 3.82,23 on sale
Severing Crest,$ 3.77,25 on sale
Auspicious Scythe of Vyse,$ 1.56,34 on sale
Trusty Mountain Yak,$ 0.53,14 on sale
Inscribed Headdress of the Father Spirits,$ 2.5,2 on sale
Chimes of the Temple Weapon,$ 0.47,4 on sale
Autographed The Spoils of Dezun,$ 1.68,18 on sale
Jolly Roger,$ 0.18,11 on sale
Inscribed Grand Mantle of the Archivist,$ 3.14,1 on sale
Cyclone Wave Smasher of the Divine Anchor,$ 0.27,25 on sale
Treasure Upgrade Infuser - Winter 2016,$ 0.24,28 on sale
Taunt: Giddy Up!,$ 0.4,56 on sale
Autographed Origins of Faith,$ 2.61,34 on sale
Arc of Manta,$ 0.47,43 on sale
Arc of Manta - Off-Hand,$ 0.49,29 on sale
Effigy Block of Winter 2016 Level III,$ 1.29,13 on sale
Autographed Flourishing Lodestar,$ 2.47,16 on sale
Autographed Crystal Dryad,$ 3.69,7 on sale
Genuine Lamb to the Slaughter,$ 5.48,15 on sale
Genuine Hell's Usher,$ 1.92,64 on sale
The Hallows Within Tombstone,$ 5.07,20 on sale
SanSheng Autograph Avatar - The International 2021,$ 0.25,37 on sale
Genuine Inverse Bayonet,$ 5.12,18 on sale
